ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
2252,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Finnish,Henrik,Henrik VI,Yes,Yes
2253,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Swedish,Henrik,Henrik VI av England,Yes,Yes
2254,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Thai,พระเจ้าเฮนรีที่,พระเจ้าเฮนรีที่ 6 แห่งอังกฤษ,No,idk
2255,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Turkish,VI.,VI. Henry,Yes,No
2256,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Ukrainian,Генріх,Генріх VI,Yes,Yes
2257,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Urdu,ہنری,ہنری ششم شاہ انگلستان,Yes,Yes
2258,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Vietnamese,Henry,Henry VI của Anh,Yes,Yes
2259,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Wu,亨利六世,亨利六世,No,idk
2260,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Cantonese,亨利六世,亨利六世,No,idk
2261,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Chinese,亨利六世,亨利六世,No,idk
2262,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Afrikaans,Eduard,Eduard IV van Engeland,Yes,Yes
2263,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Arabic,إدوارد,إدوارد الرابع ملك إنجلترا,Yes,Yes
2264,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Aragonese,Eduardo,Eduardo IV d'Anglaterra,Yes,Yes
2265,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Southern Azerbaijani,دؤردونجو,دؤردونجو ادوارد,Yes,No
2266,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Min Nan,Edward,Edward 4-sè,Yes,Yes
2267,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Belarusian,Эдуард,Эдуард IV,Yes,Yes
2268,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Bulgarian,Едуард,Едуард IV,Yes,Yes
2269,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Bosnian,Edvard,Edvard IV,Yes,Yes
2270,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Breton,Edouarzh,Edouarzh IV,Yes,Yes
2271,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Catalan,Eduard,Eduard IV d'Anglaterra,Yes,Yes
2272,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Czech,Eduard,Eduard IV.,Yes,Yes
2273,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Welsh,Edward,Edward IV,Yes,Yes
2274,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Danish,Edvard,Edvard 4. af England,Yes,Yes
2275,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,German,Eduard,Eduard IV.,Yes,Yes
2276,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Estonian,Edward,Edward IV,Yes,Yes
2277,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Greek,Εδουάρδος,Εδουάρδος Δ΄ της Αγγλίας,Yes,Yes
2278,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Spanish,Eduardo,Eduardo IV de Inglaterra,Yes,Yes
2279,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Esperanto,Eduardo,Eduardo la 4-a,Yes,Yes
2280,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Basque,Eduardo,Eduardo IV.a Ingalaterrakoa,Yes,Yes
2281,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Persian,ادوارد,ادوارد چهارم,Yes,Yes
2282,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,French,Édouard,Édouard IV,Yes,Yes
2283,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Irish,Éadbhard,Éadbhard IV Shasana,Yes,Yes
2284,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Korean,에드워드,에드워드 4세,No,idk
2285,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Armenian,Էդուարդ,Էդուարդ IV,No,idk
2286,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Hindi,इंग्लैंड,इंग्लैंड के एडवर्ड चतुर्थ,No,idk
2287,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Croatian,Eduard,Eduard IV.,Yes,Yes
2288,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Ido,Edward,Edward la 4ma di Anglia,Yes,Yes
2289,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Indonesian,Edward,Edward IV dari Inggris,Yes,Yes
2290,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Interlingua,Eduardo,Eduardo IV de Anglaterra,Yes,Yes
2291,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Icelandic,Játvarður,Játvarður 4.,Yes,Yes
2292,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Italian,Edoardo,Edoardo IV d'Inghilterra,Yes,Yes
2293,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Hebrew,אדוארד,אדוארד הרביעי,No,idk
2294,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Georgian,ედუარდ,ედუარდ IV,No,idk
2295,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Kazakh,Эдуард,Эдуард IV,Yes,No
2296,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Latin,Eduardus,Eduardus IV,Yes,Yes
2297,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Latvian,Eduards,Eduards IV Jorks,Yes,Yes
2298,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Lithuanian,Eduardas,Eduardas IV,Yes,Yes
2299,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Hungarian,IV.,IV. Eduárd angol király,Yes,No
2300,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Macedonian,Едвард,Едвард IV,Yes,Yes
2301,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Marathi,एडवर्ड,एडवर्ड चौथा,No,idk
2302,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Egyptian Arabic,ادوارد,ادوارد الرابع ملك انجلترا,Yes,Yes
2303,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Malay,Edward,Edward IV dari England,Yes,Yes
2304,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Dutch,Eduard,Eduard IV van Engeland,Yes,Yes
2305,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Japanese,エドワード4世,エドワード4世,No,idk
2306,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Norwegian (Bokmål),Edvard,Edvard IV av England,Yes,Yes
2307,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Polish,Edward,Edward IV York,Yes,Yes
2308,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Portuguese,Eduardo,Eduardo IV de Inglaterra,Yes,Yes
2309,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Romanian,Eduard,Eduard al IV-lea al Angliei,Yes,Yes
2310,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Russian,Эдуард,Эдуард IV,Yes,Yes
2311,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Sanskrit,एडवर्ड,एडवर्ड ४,No,idk
2312,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Scots,Edward,Edward IV o Ingland,Yes,Yes
2313,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Simple English,Edward,Edward IV of England,Yes,Yes
2314,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Slovak,Eduard,Eduard IV.,Yes,Yes
2315,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Slovene,Edvard,Edvard IV. Angleški,Yes,Yes
2316,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Serbian,Едвард,Едвард IV Јорк,Yes,Yes
2317,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Serbo-Croatian,Edward,Edward IV od Engleske,Yes,Yes
2318,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Finnish,Edvard,Edvard IV,Yes,Yes
2319,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Swedish,Edvard,Edvard IV av England,Yes,Yes
2320,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Thai,พระเจ้าเอ็ดเวิร์ดที่,พระเจ้าเอ็ดเวิร์ดที่ 4 แห่งอังกฤษ,No,idk
2321,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Turkish,IV.,IV. Edward,Yes,No
2322,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Ukrainian,Едуард,Едуард IV,Yes,Yes
2323,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Urdu,ایڈورڈ,ایڈورڈ چہارم شاہ انگلستان,Yes,Yes
2324,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Vietnamese,Edward,Edward IV của Anh,Yes,Yes
2325,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Wu,爱德华四世,爱德华四世,No,idk
2326,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Yoruba,Edward,Edward Kẹrin Ilẹ̀gẹ̀ẹ́sì,Yes,Yes
2327,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Cantonese,愛德華四世,愛德華四世,No,idk
2328,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,Chinese,爱德华四世,爱德华四世,No,idk
2329,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Afrikaans,Eduard,Eduard V van Engeland,Yes,Yes
2330,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Arabic,إدوارد,إدوارد الخامس,Yes,Yes
2331,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Aragonese,Eduardo,Eduardo V d'Anglaterra,Yes,Yes
2332,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Southern Azerbaijani,بئشینجی,بئشینجی ادوارد,Yes,No
2333,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Min Nan,Edward,Edward 5-sè,Yes,Yes
2334,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Belarusian,Эдуард,Эдуард V,Yes,Yes
2335,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Bulgarian,Едуард,Едуард V,Yes,Yes
2336,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Bosnian,Edvard,Edvard V,Yes,Yes
2337,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Breton,Edouarzh,Edouarzh V,Yes,Yes
2338,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Catalan,Eduard,Eduard V d'Anglaterra,Yes,Yes
2339,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Czech,Eduard,Eduard V.,Yes,Yes
2340,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Welsh,Edward,Edward V,Yes,Yes
2341,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Danish,Edvard,Edvard 5. af England,Yes,Yes
2342,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,German,Eduard,Eduard V.,Yes,Yes
2343,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Estonian,Edward,Edward V,Yes,Yes
2344,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Greek,Εδουάρδος,Εδουάρδος Ε΄ της Αγγλίας,Yes,Yes
2345,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Spanish,Eduardo,Eduardo V de Inglaterra,Yes,Yes
2346,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Esperanto,Eduardo,Eduardo la 5-a,Yes,Yes
2347,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Basque,Eduardo,Eduardo V.a Ingalaterrakoa,Yes,Yes
2348,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Persian,ادوارد,ادوارد پنجم,Yes,Yes
2349,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,French,Édouard,Édouard V,Yes,Yes
2350,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Irish,Éadbhard,Éadbhard V Shasana,Yes,Yes
2351,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Korean,에드워드,에드워드 5세,No,idk
2352,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Armenian,Էդուարդ,Էդուարդ V,No,idk
2353,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Hindi,इंग्लैंड,इंग्लैंड के एडवर्ड पंचम,No,idk
2354,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Croatian,Eduard,Eduard V.,Yes,Yes
2355,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Ido,Edward,Edward la 5ma di Anglia,Yes,Yes
2356,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Indonesian,Edward,Edward V dari Inggris,Yes,Yes
2357,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Interlingua,Eduardo,Eduardo V de Anglaterra,Yes,Yes
2358,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Icelandic,Játvarður,Játvarður 5.,Yes,Yes
2359,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Italian,Edoardo,Edoardo V d'Inghilterra,Yes,Yes
2360,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Hebrew,אדוארד,אדוארד החמישי,No,idk
2361,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Georgian,ედუარდ,ედუარდ V,No,idk
2362,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Latin,Eduardus,Eduardus V,Yes,Yes
2363,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Latvian,Eduards,Eduards V Jorks,Yes,Yes
2364,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Hungarian,V.,V. Eduárd angol király,Yes,No
2365,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Macedonian,Едвард,Едвард V,Yes,Yes
2366,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Egyptian Arabic,ادوارد,ادوارد الخامس ملك انجلترا,Yes,Yes
2367,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Dutch,Eduard,Eduard V van Engeland,Yes,Yes
2368,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Japanese,エドワード5世,エドワード5世,No,idk
2369,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Norwegian (Bokmål),Edvard,Edvard V av England,Yes,Yes
2370,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Polish,Edward,Edward V York,Yes,Yes
2371,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Portuguese,Eduardo,Eduardo V de Inglaterra,Yes,Yes
2372,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Romanian,Eduard,Eduard al V-lea al Angliei,Yes,Yes
2373,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Russian,Эдуард,Эдуард V,Yes,Yes
2374,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Sanskrit,एडवर्ड,एडवर्ड ५,No,idk
2375,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Scots,Edward,Edward V o Ingland,Yes,Yes
2376,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Simple English,Edward,Edward V of England,Yes,Yes
2377,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Slovak,Eduard,Eduard V.,Yes,Yes
2378,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Serbian,Едвард,Едвард V Јорк,Yes,Yes
2379,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Serbo-Croatian,Edward,Edward V od Engleske,Yes,Yes
2380,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Finnish,Edvard,Edvard V,Yes,Yes
2381,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Swedish,Edvard,Edvard V av England,Yes,Yes
2382,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Thai,พระเจ้าเอ็ดเวิร์ดที่,พระเจ้าเอ็ดเวิร์ดที่ 5 แห่งอังกฤษ,No,idk
2383,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Turkish,V.,V. Edward,Yes,No
2384,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Ukrainian,Едуард,Едуард V,Yes,Yes
2385,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Urdu,ایڈورڈ,ایڈورڈ پنجم شاہ انگلستان,Yes,Yes
2386,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Vietnamese,Edward,Edward V của Anh,Yes,Yes
2387,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Wu,爱德华五世,爱德华五世,No,idk
2388,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Cantonese,愛德華五世,愛德華五世,No,idk
2389,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,Chinese,爱德华五世,爱德华五世,No,idk
2390,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Afrikaans,Richard,Richard III van Engeland,Yes,Yes
2391,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Arabic,ريتشارد,ريتشارد الثالث ملك إنجلترا,Yes,Yes
2392,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Aragonese,Ricardo,Ricardo III d'Anglaterra,Yes,Yes
2393,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Azerbaijani,III,III Riçard,Yes,No
2394,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Southern Azerbaijani,اوچونجو,اوچونجو ریچارد,Yes,No
2395,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,Min Nan,Richard,Richard 3-sè,Yes,Yes
